2015-12-15 15:24:12,224 | INFO | Main.java 55 | Starting Custom Apache Camel component example
2015-12-15 15:24:12,228 | INFO | Main.java 56 | Press CTRL+C to terminate the JVM
2015-12-15 15:24:12,228 | INFO | Main.java 70 | activemq_ip: 172.20.19.195
2015-12-15 15:24:12,228 | INFO | Main.java 71 | activemq_port: 61616
2015-12-15 15:24:12,228 | INFO | Main.java 78 | postgresql_ip: localhost
2015-12-15 15:24:12,228 | INFO | Main.java 79 | postgresql_port: 5433
2015-12-15 15:24:12,256 | INFO | MainSupport.java 329 | Apache Camel 2.15.3 starting
2015-12-15 15:24:12,498 | DEBUG | DefaultCamelContext.java 727 | Adding routes from builder: Routes: []
2015-12-15 15:24:12,556 | INFO | Main.java 108 | *****context: CamelContext(camel-1)
2015-12-15 15:24:12,623 | DEBUG | PropertiesComponent.java 435 | Parsed location: classpath:alcatel.properties 
2015-12-15 15:24:12,627 | DEBUG | DefaultPropertiesParser.java 315 | Found property: delay with value: 1 to be used.
2015-12-15 15:24:12,628 | DEBUG | DefaultPropertiesParser.java 315 | Found property: lastid with value: 0 to be used.
2015-12-15 15:24:12,629 | DEBUG | DefaultPropertiesParser.java 315 | Found property: offset with value: 0 to be used.
2015-12-15 15:24:12,629 | DEBUG | DefaultPropertiesParser.java 315 | Found property: source with value: Alcatel Карельский to be used.
2015-12-15 15:24:12,629 | DEBUG | DefaultPropertiesParser.java 315 | Found property: remotelogpath with value: /opt/netmgt/interfaces/ to be used.
2015-12-15 15:24:12,629 | DEBUG | DefaultPropertiesParser.java 315 | Found property: remotelogfile with value: 5620ASAlarms.0 to be used.
2015-12-15 15:24:12,631 | DEBUG | DefaultPropertiesParser.java 315 | Found property: locallogpath with value: src\main\resources\172.22.70.12\ to be used.
2015-12-15 15:24:12,632 | DEBUG | DefaultPropertiesParser.java 315 | Found property: locallogfile with value: 5620ASAlarms.0 to be used.
2015-12-15 15:24:12,632 | DEBUG | DefaultPropertiesParser.java 315 | Found property: username with value: tgc1 to be used.
2015-12-15 15:24:12,632 | DEBUG | DefaultPropertiesParser.java 315 | Found property: password with value: monitor to be used.
2015-12-15 15:24:12,632 | DEBUG | DefaultPropertiesParser.java 315 | Found property: site with value: 172.22.70.12 to be used.
2015-12-15 15:24:12,633 | DEBUG | DefaultPropertiesParser.java 315 | Found property: adaptername with value: ALCATEL_EVENTS_ADAPTER to be used.
2015-12-15 15:24:12,633 | DEBUG | DefaultCamelContext.java 1973 | Resolved text: alcatel://events?delay={{delay}}&lastid={{lastid}}&offset={{offset}}&source={{source}}&remotelogpath={{remotelogpath}}&remotelogfile={{remotelogfile}}&locallogpath={{locallogpath}}&locallogfile={{locallogfile}}&username={{username}}&password={{password}}&site={{site}}&adaptername={{adaptername}} -> alcatel://events?delay=1&lastid=0&offset=0&source=Alcatel Карельский&remotelogpath=/opt/netmgt/interfaces/&remotelogfile=5620ASAlarms.0&locallogpath=src\main\resources\172.22.70.12\&locallogfile=5620ASAlarms.0&username=tgc1&password=monitor&site=172.22.70.12&adaptername=ALCATEL_EVENTS_ADAPTER
2015-12-15 15:24:12,656 | DEBUG | AnnotationTypeConverterLoader.java 121 | Found 3 packages with 16 @Converter classes to load
2015-12-15 15:24:12,727 | DEBUG | AnnotationTypeConverterLoader.java 218 | Loading file META-INF/services/org/apache/camel/TypeConverter to retrieve list of packages, from url: jar:file:/C:/Users/vgoryachev/.m2/repository/org/apache/camel/camel-core/2.15.3/camel-core-2.15.3.jar!/META-INF/services/org/apache/camel/TypeConverter
2015-12-15 15:24:12,728 | DEBUG | AnnotationTypeConverterLoader.java 218 | Loading file META-INF/services/org/apache/camel/TypeConverter to retrieve list of packages, from url: jar:file:/C:/Users/vgoryachev/.m2/repository/org/apache/camel/camel-spring/2.15.3/camel-spring-2.15.3.jar!/META-INF/services/org/apache/camel/TypeConverter
2015-12-15 15:24:12,729 | DEBUG | AnnotationTypeConverterLoader.java 218 | Loading file META-INF/services/org/apache/camel/TypeConverter to retrieve list of packages, from url: jar:file:/C:/Users/vgoryachev/.m2/repository/org/apache/activemq/activemq-camel/5.6.0/activemq-camel-5.6.0.jar!/META-INF/services/org/apache/camel/TypeConverter
2015-12-15 15:24:12,730 | DEBUG | AnnotationTypeConverterLoader.java 218 | Loading file META-INF/services/org/apache/camel/TypeConverter to retrieve list of packages, from url: jar:file:/C:/Users/vgoryachev/.m2/repository/org/apache/camel/camel-cache/2.15.3/camel-cache-2.15.3.jar!/META-INF/services/org/apache/camel/TypeConverter
2015-12-15 15:24:12,737 | DEBUG | AnnotationTypeConverterLoader.java 111 | Loaded 4 @Converter classes
2015-12-15 15:24:12,762 | DEBUG | StaxConverter.java 82 | StaxConverter pool size: 4
2015-12-15 15:24:12,769 | INFO | DefaultTypeConverter.java 56 | Loaded 187 type converters
2015-12-15 15:24:12,770 | DEBUG | IntrospectionSupport.java 525 | Configured property: uri on bean: From[alcatel://events?delay=1&lastid=0&offset=0&source=Alcatel Карельский&remotelogpath=/opt/netmgt/interfaces/&remotelogfile=5620ASAlarms.0&locallogpath=src\main\resources\172.22.70.12\&locallogfile=5620ASAlarms.0&username=tgc1&password=monitor&site=172.22.70.12&adaptername=ALCATEL_EVENTS_ADAPTER] with value: alcatel://events?delay=1&lastid=0&offset=0&source=Alcatel Карельский&remotelogpath=/opt/netmgt/interfaces/&remotelogfile=5620ASAlarms.0&locallogpath=src\main\resources\172.22.70.12\&locallogfile=5620ASAlarms.0&username=tgc1&password=monitor&site=172.22.70.12&adaptername=ALCATEL_EVENTS_ADAPTER
2015-12-15 15:24:12,770 | DEBUG | ProcessorDefinitionHelper.java 646 | Changed property [uri] from: alcatel://events?delay={{delay}}&lastid={{lastid}}&offset={{offset}}&source={{source}}&remotelogpath={{remotelogpath}}&remotelogfile={{remotelogfile}}&locallogpath={{locallogpath}}&locallogfile={{locallogfile}}&username={{username}}&password={{password}}&site={{site}}&adaptername={{adaptername}} to: alcatel://events?delay=1&lastid=0&offset=0&source=Alcatel Карельский&remotelogpath=/opt/netmgt/interfaces/&remotelogfile=5620ASAlarms.0&locallogpath=src\main\resources\172.22.70.12\&locallogfile=5620ASAlarms.0&username=tgc1&password=monitor&site=172.22.70.12&adaptername=ALCATEL_EVENTS_ADAPTER
2015-12-15 15:24:12,790 | DEBUG | PropertiesComponent.java 435 | Parsed location: classpath:alcatel.properties 
2015-12-15 15:24:12,790 | DEBUG | DefaultPropertiesParser.java 315 | Found property: heartbeatsdelay with value: 15m to be used.
2015-12-15 15:24:12,790 | DEBUG | DefaultCamelContext.java 1973 | Resolved text: timer://foo?period={{heartbeatsdelay}} -> timer://foo?period=15m
2015-12-15 15:24:12,790 | DEBUG | IntrospectionSupport.java 525 | Configured property: uri on bean: From[timer://foo?period=15m] with value: timer://foo?period=15m
2015-12-15 15:24:12,791 | DEBUG | ProcessorDefinitionHelper.java 646 | Changed property [uri] from: timer://foo?period={{heartbeatsdelay}} to: timer://foo?period=15m
2015-12-15 15:24:12,792 | INFO | DefaultCamelContext.java 2434 | Apache Camel 2.15.3 (CamelContext: camel-1) is starting
2015-12-15 15:24:12,801 | DEBUG | DefaultCamelContext.java 2515 | Using ClassResolver=org.apache.camel.impl.DefaultClassResolver@94eefbf, PackageScanClassResolver=org.apache.camel.impl.DefaultPackageScanClassResolver@1d5de95f, ApplicationContextClassLoader=null
2015-12-15 15:24:12,803 | INFO | ManagedManagementStrategy.java 187 | JMX is enabled
2015-12-15 15:24:12,858 | DEBUG | DefaultManagementAgent.java 288 | Starting JMX agent on server: com.sun.jmx.mbeanserver.JmxMBeanServer@36cc176d
2015-12-15 15:24:12,966 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=context,name="camel-1"
2015-12-15 15:24:12,967 | DEBUG | TimerListenerManager.java 117 | Added TimerListener: org.apache.camel.management.mbean.ManagedCamelContext@71884f64
2015-12-15 15:24:12,967 | DEBUG | DefaultManagementLifecycleStrategy.java 249 | Registering 3 pre registered services
2015-12-15 15:24:12,974 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=components,name="properties"
2015-12-15 15:24:12,978 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=components,name="activemq"
2015-12-15 15:24:13,022 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultTypeConverter
2015-12-15 15:24:13,042 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultEndpointRegistry
2015-12-15 15:24:13,045 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultExecutorServiceManager
2015-12-15 15:24:13,049 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=SharedProducerServicePool
2015-12-15 15:24:13,050 | DEBUG | DefaultServicePool.java 105 | Starting service pool: org.apache.camel.impl.SharedProducerServicePool@363e9f53
2015-12-15 15:24:13,057 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultInflightRepository
2015-12-15 15:24:13,067 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultAsyncProcessorAwaitManager
2015-12-15 15:24:13,070 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultShutdownStrategy
2015-12-15 15:24:13,074 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultPackageScanClassResolver
2015-12-15 15:24:13,080 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultRestRegistry
2015-12-15 15:24:13,088 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=services,name=DefaultRuntimeEndpointRegistry
2015-12-15 15:24:13,111 | DEBUG | DefaultCamelContext.java 387 | Using ComponentResolver: org.apache.camel.impl.DefaultComponentResolver@22480241 to resolve component with name: alcatel
2015-12-15 15:24:13,111 | DEBUG | DefaultComponentResolver.java 49 | Found component: alcatel in registry: null
2015-12-15 15:24:13,113 | DEBUG | DefaultComponentResolver.java 82 | Found component: alcatel via type: ru.atc.camel.alcatel.events.AlcatelComponent via: META-INF/services/org/apache/camel/component/alcatel
2015-12-15 15:24:13,122 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=components,name="alcatel"
2015-12-15 15:24:13,164 | DEBUG | DefaultComponent.java 112 | Creating endpoint uri=[alcatel://events?adaptername=ALCATEL_EVENTS_ADAPTER&delay=1&lastid=0&locallogfile=5620ASAlarms.0&locallogpath=src%5Cmain%5Cresources%5C172.22.70.12%5C&offset=0&password=xxxxxx&remotelogfile=5620ASAlarms.0&remotelogpath=%2Fopt%2Fnetmgt%2Finterfaces%2F&site=172.22.70.12&source=Alcatel+%D0%9A%D0%B0%D1%80%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9&username=tgc1], path=[events]
2015-12-15 15:24:13,171 | DEBUG | IntrospectionSupport.java 525 | Configured property: adaptername on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: ALCATEL_EVENTS_ADAPTER
2015-12-15 15:24:13,172 | DEBUG | IntrospectionSupport.java 535 | Configured property: delay on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: 1
2015-12-15 15:24:13,172 | DEBUG | IntrospectionSupport.java 535 | Configured property: lastid on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: 0
2015-12-15 15:24:13,172 | DEBUG | IntrospectionSupport.java 525 | Configured property: locallogfile on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: 5620ASAlarms.0
2015-12-15 15:24:13,172 | DEBUG | IntrospectionSupport.java 525 | Configured property: locallogpath on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: src\main\resources\172.22.70.12\
2015-12-15 15:24:13,173 | DEBUG | IntrospectionSupport.java 535 | Configured property: offset on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: 0
2015-12-15 15:24:13,173 | DEBUG | IntrospectionSupport.java 525 | Configured property: password on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: monitor
2015-12-15 15:24:13,173 | DEBUG | IntrospectionSupport.java 525 | Configured property: remotelogfile on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: 5620ASAlarms.0
2015-12-15 15:24:13,173 | DEBUG | IntrospectionSupport.java 525 | Configured property: remotelogpath on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: /opt/netmgt/interfaces/
2015-12-15 15:24:13,174 | DEBUG | IntrospectionSupport.java 525 | Configured property: site on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: 172.22.70.12
2015-12-15 15:24:13,174 | DEBUG | IntrospectionSupport.java 525 | Configured property: source on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: Alcatel Карельский
2015-12-15 15:24:13,174 | DEBUG | IntrospectionSupport.java 525 | Configured property: username on bean: ru.atc.camel.alcatel.events.AlcatelConfiguration@688808dd with value: tgc1
2015-12-15 15:24:13,183 | DEBUG | DefaultCamelContext.java 562 | alcatel://events?adaptername=ALCATEL_EVENTS_ADAPTER&delay=1&lastid=0&locallogfile=5620ASAlarms.0&locallogpath=src%5Cmain%5Cresources%5C172.22.70.12%5C&offset=0&password=xxxxxx&remotelogfile=5620ASAlarms.0&remotelogpath=%2Fopt%2Fnetmgt%2Finterfaces%2F&site=172.22.70.12&source=Alcatel+%D0%9A%D0%B0%D1%80%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9&username=tgc1 converted to endpoint: Endpoint[alcatel://events?adaptername=ALCATEL_EVENTS_ADAPTER&delay=1&lastid=0&locallogfile=5620ASAlarms.0&locallogpath=src%5Cmain%5Cresources%5C172.22.70.12%5C&offset=0&password=xxxxxx&remotelogfile=5620ASAlarms.0&remotelogpath=%2Fopt%2Fnetmgt%2Finterfaces%2F&site=172.22.70.12&source=Alcatel+%D0%9A%D0%B0%D1%80%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9&username=tgc1] by component: ru.atc.camel.alcatel.events.AlcatelComponent@5d1348a7
2015-12-15 15:24:13,191 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=endpoints,name="alcatel://events\?adaptername=ALCATEL_EVENTS_ADAPTER&delay=1&lastid=0&locallogfile=5620ASAlarms.0&locallogpath=src%5Cmain%5Cresources%5C172.22.70.12%5C&offset=0&password=monitor&remotelogfile=5620ASAlarms.0&remotelogpath=%2Fopt%2Fnetmgt%2Finterfaces%2F&site=172.22.70.12&source=Alcatel+%D0%9A%D0%B0%D1%80%D0%B5%D0%BB%D1%8C%D1%81%D0%BA%D0%B8%D0%B9&username=tgc1"
2015-12-15 15:24:13,202 | DEBUG | IntrospectionSupport.java 525 | Configured property: dataFormatName on bean: org.apache.camel.model.dataformat.JsonDataFormat@5bee548c with value: json-jackson
2015-12-15 15:24:13,400 | DEBUG | IntrospectionSupport.java 525 | Configured property: prettyPrint on bean: org.apache.camel.component.jackson.JacksonDataFormat@78d08435 with value: true
2015-12-15 15:24:13,400 | DEBUG | IntrospectionSupport.java 525 | Configured property: jsonView on bean: org.apache.camel.component.jackson.JacksonDataFormat@78d08435 with value: class ru.at_consulting.itsm.event.Event
2015-12-15 15:24:13,403 | DEBUG | DefaultChannel.java 198 | Initialize channel for target: 'Marshal[org.apache.camel.model.dataformat.JsonDataFormat@5bee548c]'
2015-12-15 15:24:13,413 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=tracer,name=BacklogTracer
2015-12-15 15:24:13,426 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=tracer,name=BacklogDebugger
2015-12-15 15:24:13,451 | DEBUG | DefaultManagementAgent.java 361 | Registered MBean with ObjectName: org.apache.camel:context=camel-1,type=errorhandlers,name="DefaultErrorHandlerBuilder(ref:CamelDefaultErrorHandlerBuilder)"
2015-12-15 15:24:13,461 | DEBUG | PropertiesComponent.java 435 | Parsed location: classpath:alcatel.properties 
